id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,month_sold,yr_sold
1895450200,349000.0,4,2.5,2190,7294,2.0,0,0,2,8,2190,0.0,2003,0.0,98023,47.2923,-122.357,2240,7379,4,2015
8122101146,320000.0,2,1.0,710,5200,1.0,0,2,3,6,710,0.0,1942,0.0,98126,47.5376,-122.371,1610,5200,9,2014
7789900030,319990.0,4,1.5,1890,10707,1.0,0,0,2,7,1890,0.0,1962,0.0,98148,47.428,-122.326,1610,8827,7,2014
6893300350,439900.0,2,2.0,1410,12282,1.5,0,0,4,8,1410,0.0,1909,0.0,98024,47.5242,-121.926,1410,8931,6,2014
4073800140,429000.0,3,3.25,2210,3600,2.0,0,0,2,8,1820,390.0,1995,0.0,98125,47.7031,-122.279,2010,6690,8,2014
538000030,272500.0,3,2.0,1540,6250,1.0,0,0,2,7,1540,0.0,1998,0.0,98038,47.3539,-122.025,2070,6250,7,2014
6632300478,400000.0,4,2.0,1350,7255,1.0,0,0,3,7,1350,0.0,1959,0.0,98125,47.7287,-122.31,1050,7288,9,2014
4083800340,462000.0,5,2.0,1380,4300,1.5,0,0,2,7,1380,0.0,1916,0.0,98103,47.6647,-122.337,1830,3800,4,2015
9214400135,510000.0,2,1.0,890,6095,1.0,0,0,2,7,890,0.0,1947,0.0,98115,47.6823,-122.298,1450,5985,3,2015
8944600200,550000.0,3,2.5,1900,3255,2.0,0,0,2,8,1900,0.0,1988,2000.0,98007,47.6075,-122.147,1880,3350,6,2014
8651430370,150000.0,3,1.0,1240,5200,1.0,0,0,2,6,1240,0.0,1969,0.0,98042,47.3701,-122.079,870,5200,4,2015
2296700260,460000.0,3,2.5,1730,8490,1.0,0,0,2,7,1210,520.0,1969,0.0,98034,47.7187,-122.219,1870,7400,6,2014
3066400140,632500.0,4,2.5,2090,10306,2.0,0,0,2,10,2090,0.0,1986,0.0,98074,47.6304,-122.051,2660,11481,6,2014
1771100240,361000.0,3,1.75,1650,11220,1.0,0,0,3,7,1650,0.0,1969,0.0,98077,47.7567,-122.071,1340,10129,9,2014
461003251,437000.0,3,2.25,1130,1221,2.0,0,0,2,8,1030,100.0,2004,0.0,98117,47.6799,-122.375,1300,5000,8,2014
2525300550,225000.0,3,1.0,1200,9936,1.0,0,0,3,6,1200,0.0,1969,0.0,98038,47.3609,-122.029,1200,10189,6,2014
7452500045,235000.0,2,1.0,870,5000,1.0,0,0,2,6,870,0.0,1949,0.0,98126,47.5186,-122.375,820,5000,8,2014
2239800070,417000.0,4,2.25,2300,7700,1.0,0,0,2,7,1380,920.0,1959,0.0,98125,47.7137,-122.322,2010,8820,6,2014
2618300350,199000.0,3,1.0,1390,12145,1.0,0,0,3,7,1390,0.0,1964,0.0,98042,47.4225,-122.15,1030,10800,7,2014
1336800160,875000.0,5,2.5,2920,5568,2.0,0,0,2,8,2320,600.0,1906,0.0,98112,47.6265,-122.312,2970,5568,6,2014
7519000570,545000.0,4,1.5,1370,3708,1.5,0,0,2,7,1370,0.0,1926,0.0,98117,47.6849,-122.363,2030,3708,11,2014
257000105,192500.0,2,1.0,950,7692,1.0,0,0,2,6,950,0.0,1926,0.0,98168,47.4909,-122.298,1820,8221,5,2014
4401200350,822500.0,3,2.5,3090,7708,2.0,0,0,2,10,3090,0.0,1999,0.0,98052,47.6868,-122.108,3140,8592,2,2015
6402300070,800000.0,4,2.5,2390,10000,1.0,0,0,2,9,1590,800.0,1975,0.0,98040,47.5801,-122.229,1900,9752,12,2014
9407150240,295000.0,3,2.5,1460,7936,2.0,0,0,2,7,1460,0.0,1995,0.0,98038,47.3673,-122.017,1830,7936,10,2014
8682291940,419000.0,2,1.75,1510,4980,1.0,0,0,2,8,1510,0.0,2006,0.0,98053,47.7191,-122.023,1350,4157,6,2014
3380900160,502000.0,4,1.5,1700,8400,1.0,0,0,2,7,1700,0.0,1953,0.0,98177,47.7677,-122.359,1750,8475,4,2015
3448000270,398500.0,3,1.0,1200,15960,1.5,0,0,2,6,1200,0.0,1945,0.0,98125,47.7163,-122.299,1120,7800,3,2015
8701600510,700000.0,2,1.5,1850,4945,1.5,0,2,3,7,1850,0.0,1907,1969.0,98126,47.5742,-122.379,1850,4950,4,2015
6083000083,248000.0,5,1.5,1510,9078,1.0,0,0,3,7,1510,0.0,1959,0.0,98168,47.4852,-122.305,1480,9078,6,2014
9178600135,800000.0,4,2.0,2130,2800,1.0,0,0,4,7,1070,1060.0,1922,0.0,98103,47.6545,-122.333,1990,3990,8,2014
1721059286,383000.0,4,2.5,2640,8055,2.0,0,0,2,9,2640,0.0,2004,0.0,98092,47.315,-122.193,1650,8055,1,2015
8161600135,688000.0,4,3.0,3000,4000,1.5,0,3,2,8,1970,1030.0,1913,2014.0,98144,47.5744,-122.307,1900,4000,5,2014
2568300132,521000.0,3,2.0,1870,5455,1.0,0,0,4,7,1060,810.0,1926,0.0,98125,47.7029,-122.297,1870,7435,10,2014
6414100111,365000.0,2,1.0,990,9223,1.0,0,0,2,7,990,0.0,1949,0.0,98125,47.72,-122.32,1230,7244,11,2014
9818700320,491000.0,3,2.0,2005,7000,1.0,0,0,2,7,1605,400.0,1980,0.0,98122,47.6039,-122.298,1750,4500,10,2014
686200510,643000.0,3,2.75,2030,7700,1.0,0,0,4,8,1400,630.0,1965,0.0,98008,47.62600000000001,-122.112,1780,8160,11,2014
3279000370,279000.0,3,2.5,1500,7350,1.0,0,0,1,7,1060,440.0,1979,0.0,98023,47.3025,-122.382,1390,7770,2,2015
2767601031,583500.0,4,1.0,1530,3900,1.5,0,0,3,7,1530,0.0,1908,0.0,98107,47.6748,-122.379,1300,3900,2,2015
4142450510,310000.0,3,2.5,1990,3600,2.0,0,0,2,7,1990,0.0,2004,0.0,98038,47.3841,-122.041,1790,3600,7,2014
3291800510,310000.0,3,1.75,1420,7650,1.0,0,0,3,7,1100,320.0,1984,0.0,98056,47.4892,-122.182,1810,7650,6,2014
7893203450,280000.0,3,1.0,1400,13975,1.0,0,0,3,6,1400,0.0,1956,0.0,98198,47.4195,-122.33,1260,7500,3,2015
908000260,272000.0,4,2.5,1870,5692,2.0,0,0,2,7,1870,0.0,2004,0.0,98058,47.4334,-122.148,2390,5293,11,2014
8645540320,307000.0,3,2.0,1790,7259,1.0,0,0,2,7,1390,400.0,1980,0.0,98058,47.4643,-122.171,1790,7700,11,2014
9280200030,490000.0,2,1.5,1590,4500,1.0,0,0,3,7,920,670.0,1946,0.0,98116,47.5831,-122.392,1900,4450,7,2014
6159400030,399950.0,3,2.0,2050,9396,1.0,0,0,4,7,1170,880.0,1960,0.0,98155,47.7447,-122.328,1680,9391,10,2014
2916620240,264950.0,4,1.75,1770,9011,1.0,0,0,4,7,1050,720.0,1983,0.0,98042,47.3646,-122.076,1410,8530,6,2014
251200240,491500.0,4,2.75,2100,7236,1.0,0,0,2,8,1400,700.0,1979,0.0,98034,47.7267,-122.232,1900,7519,7,2014
7695500240,345000.0,3,2.25,2120,15003,2.0,0,0,2,7,2120,0.0,1984,0.0,98059,47.4745,-122.12,2070,15203,5,2014
6762700340,852000.0,3,3.0,2400,4000,2.0,0,0,2,7,1860,540.0,1905,0.0,98102,47.6288,-122.321,1750,3940,4,2015
2600100370,723000.0,4,2.0,2790,8793,1.0,0,0,3,8,1640,1150.0,1977,0.0,98006,47.5509,-122.16,2400,9286,2,2015
2591010240,405000.0,2,1.5,1370,4102,2.0,0,0,3,7,1370,0.0,1987,0.0,98033,47.6943,-122.184,1380,3211,12,2014
9551202025,800000.0,2,1.0,1740,5719,1.0,0,0,2,8,1740,0.0,1955,0.0,98103,47.6729,-122.335,1980,5000,6,2014
4345000510,180500.0,3,2.5,1800,8518,2.0,0,0,2,7,1800,0.0,1996,0.0,98030,47.3643,-122.185,1770,7570,10,2014
4345000510,325000.0,3,2.5,1800,8518,2.0,0,0,2,7,1800,0.0,1996,0.0,98030,47.3643,-122.185,1770,7570,4,2015
3327000140,235000.0,3,1.75,1190,7280,1.0,0,0,3,7,1190,0.0,1968,0.0,98092,47.3151,-122.19,1250,7800,6,2014
7100000135,330000.0,2,1.0,860,8308,1.0,0,0,3,7,860,0.0,1948,0.0,98146,47.5075,-122.377,1310,8308,5,2014
2483200060,678500.0,3,2.0,2460,6600,1.0,0,2,3,8,1370,1090.0,1952,0.0,98136,47.5215,-122.383,2150,6600,6,2014
2592400550,463000.0,4,2.5,1980,6660,2.0,0,0,3,7,1980,0.0,1974,0.0,98034,47.7158,-122.167,1980,7150,7,2014
2113701200,250000.0,2,1.0,670,4640,1.0,0,0,2,6,670,0.0,1943,0.0,98106,47.53,-122.351,870,4501,9,2014
5249804510,655000.0,3,2.0,1410,4800,1.5,0,0,3,8,1410,0.0,1927,0.0,98118,47.5597,-122.267,1820,7200,7,2014
9264901040,239900.0,4,2.25,1860,7000,1.0,0,0,2,8,1120,740.0,1979,0.0,98023,47.3127,-122.339,1990,8937,5,2014
7967600069,185000.0,3,1.0,980,9135,1.0,0,0,2,7,980,0.0,1955,0.0,98001,47.3496,-122.289,1780,9135,11,2014
3810000202,251700.0,3,2.25,1810,11800,1.0,0,0,2,7,1240,570.0,1977,0.0,98178,47.4997,-122.231,1810,5641,9,2014
1226039129,400000.0,4,2.0,1560,8250,1.0,0,0,2,8,1320,240.0,1964,0.0,98177,47.7565,-122.358,1870,8258,2,2015
8146100370,735000.0,4,1.75,2100,7960,1.0,0,0,2,8,1340,760.0,1955,0.0,98004,47.6079,-122.195,2060,7960,9,2014
98020140,765000.0,4,4.0,3010,7221,2.0,0,0,2,10,3010,0.0,2004,0.0,98075,47.5833,-121.97,3490,7518,7,2014
9510900070,292500.0,4,1.75,2140,8162,1.0,0,0,2,7,1420,720.0,1968,0.0,98023,47.3096,-122.377,2040,7632,9,2014
2473381090,270000.0,3,2.25,2390,7000,1.0,0,0,3,7,1990,400.0,1970,0.0,98058,47.4568,-122.169,1610,7000,3,2015
6378500105,415000.0,2,1.0,1510,6807,1.0,0,0,2,7,1090,420.0,1939,0.0,98133,47.71100000000001,-122.353,1460,6807,12,2014
705700640,353000.0,3,2.75,2170,8396,2.0,0,0,2,7,2170,0.0,1995,0.0,98038,47.3812,-122.023,2170,8378,9,2014
2767603210,670950.0,3,2.5,1790,2375,3.0,0,0,2,8,1790,0.0,2007,0.0,98107,47.6726,-122.38,1450,2400,12,2014
3294700030,280950.0,3,1.75,1390,8700,1.0,0,3,3,7,840,550.0,1912,0.0,98055,47.4725,-122.202,1390,10875,5,2014
7524950830,585000.0,3,1.75,1850,7735,1.0,0,0,3,8,1850,0.0,1983,0.0,98027,47.5608,-122.082,2220,7639,5,2014
5728000060,605000.0,3,1.75,1850,8823,1.0,0,0,3,8,1370,480.0,1973,0.0,98008,47.6379,-122.112,1880,7580,8,2014
2880100160,1010000.0,4,3.5,3350,3752,2.0,0,0,2,9,2550,800.0,2007,0.0,98117,47.6782,-122.365,1050,4960,11,2014
4435000520,245990.0,3,1.0,1040,8410,1.0,0,0,2,7,1040,0.0,1942,2014.0,98188,47.453,-122.289,1350,8410,9,2014
8856900310,535000.0,4,2.25,2810,12607,2.0,0,0,2,10,2810,0.0,1985,0.0,98058,47.4585,-122.13,2810,17400,2,2015
2095800520,550000.0,3,2.5,2250,7752,2.0,0,0,3,8,2250,0.0,1988,0.0,98011,47.7489,-122.185,2080,7033,4,2015
4193500140,665000.0,3,1.75,1800,8000,1.0,0,0,2,8,1800,0.0,1972,0.0,98008,47.6357,-122.119,1950,8500,9,2014
3582200200,455000.0,3,1.0,2400,17239,1.0,0,0,3,7,1890,510.0,1940,0.0,98028,47.75,-122.245,2390,7350,4,2015
9521100106,440000.0,4,1.0,1780,4000,1.5,0,0,2,7,1780,0.0,1922,0.0,98103,47.6624,-122.354,1750,4000,8,2014
7351000160,332000.0,3,2.25,2120,14915,1.0,0,0,2,9,1720,400.0,1979,0.0,98001,47.3524,-122.285,2320,13100,7,2014
5422420140,280000.0,3,2.5,1860,6607,2.0,0,0,2,7,1860,0.0,1989,0.0,98023,47.2891,-122.351,1760,6766,6,2014
7234601162,570000.0,3,3.5,1460,1021,2.0,0,0,2,8,1150,310.0,2006,0.0,98122,47.6169,-122.309,1460,1245,9,2014
6623400217,250000.0,3,1.0,1230,10350,1.0,0,0,3,7,1230,0.0,1957,0.0,98055,47.428,-122.199,1510,10427,5,2014
3354400060,238000.0,2,1.0,1088,8453,1.0,0,0,2,6,1088,0.0,1952,2009.0,98001,47.2685,-122.231,1088,8016,5,2015
408100105,265000.0,3,1.0,800,5760,1.0,0,0,2,6,700,0.0,1949,0.0,98155,47.7505,-122.317,1060,6628,11,2014
7297700055,306000.0,3,1.0,1190,10350,1.0,0,0,3,7,1190,0.0,1959,0.0,98028,47.7428,-122.244,1850,10500,3,2015
8029740060,345000.0,5,2.75,1940,4182,1.0,0,0,2,7,1240,700.0,2002,0.0,98056,47.4911,-122.17,1950,4182,5,2015
4136890560,346300.0,4,2.5,2590,11018,2.0,0,0,2,8,2590,0.0,1998,0.0,98092,47.2634,-122.211,2400,8042,4,2015
1320069271,342500.0,3,2.0,2080,11375,1.0,0,0,2,8,2080,0.0,2002,0.0,98022,47.214,-121.993,1080,12899,6,2014
9269260240,501000.0,4,2.25,2680,5439,2.0,0,0,2,7,2680,0.0,2000,0.0,98011,47.7534,-122.218,2460,4473,4,2015
1796381070,270000.0,3,2.5,1670,8364,1.0,0,0,3,7,1300,370.0,1990,0.0,98042,47.369,-122.084,1490,8143,6,2014
6840701125,638000.0,3,1.0,1830,4400,1.5,0,0,3,8,1720,110.0,1930,0.0,98122,47.6052,-122.3,1650,4400,4,2015
7443000640,460000.0,3,1.75,1400,2003,1.0,0,0,3,8,700,700.0,1908,2006.0,98119,47.6508,-122.368,1370,1281,9,2014
2130702270,234000.0,3,1.0,1040,8128,1.0,0,0,2,6,1040,0.0,1983,0.0,98019,47.7425,-121.981,1520,7500,6,2014
2688100075,488000.0,5,2.0,2020,5000,1.5,0,0,3,7,2020,0.0,1938,0.0,98117,47.6949,-122.37,1510,6600,5,2014
6619510060,499000.0,4,3.0,2030,12675,2.0,0,0,2,7,2030,0.0,1982,0.0,98177,47.7689,-122.379,1990,7705,3,2015
4058802105,150000.0,3,1.0,1450,6776,1.0,0,0,2,7,1450,0.0,1952,0.0,98178,47.5056,-122.244,1680,7200,9,2014
7212660640,333000.0,4,2.5,2400,7270,2.0,0,0,2,8,2400,0.0,1993,0.0,98003,47.2697,-122.312,2150,6584,3,2015
8026700105,700000.0,4,2.75,2870,8625,1.0,0,1,3,8,1860,1010.0,1959,0.0,98155,47.7425,-122.289,2430,8479,2,2015
623049315,330000.0,3,2.5,1680,11312,1.0,0,0,2,7,1080,600.0,1959,0.0,98146,47.5051,-122.344,1390,10700,7,2014
6632900340,360000.0,4,2.0,1850,8827,1.0,0,0,2,7,1850,0.0,1969,0.0,98155,47.7406,-122.313,1310,6901,11,2014
6798100070,467000.0,3,1.0,1220,8040,1.5,0,0,2,7,1220,0.0,1965,0.0,98125,47.7133,-122.308,1360,8040,5,2015
629420260,750000.0,4,2.75,3190,9023,2.0,0,0,2,9,3190,0.0,2005,0.0,98075,47.5898,-121.989,3159,5615,10,2014
7461420060,265000.0,3,1.75,2050,10519,1.0,0,0,2,7,1240,810.0,1979,0.0,98058,47.4257,-122.146,1770,9605,8,2014
5566100060,490000.0,3,1.75,1720,12540,1.0,0,0,3,7,1720,0.0,1956,0.0,98006,47.5699,-122.177,1440,11850,7,2014
7714000340,360000.0,4,2.5,2850,4650,2.0,0,0,2,8,2850,0.0,2004,0.0,98038,47.3552,-122.026,2850,4650,6,2014
5149300400,311750.0,4,2.25,2270,12000,1.0,0,0,3,7,1290,980.0,1976,0.0,98023,47.3287,-122.353,2030,23980,2,2015
3815500045,399000.0,3,2.25,1880,12473,1.0,0,0,2,8,1420,460.0,1958,0.0,98028,47.7623,-122.256,2300,10469,10,2014
1843100520,347000.0,4,2.5,2770,9751,2.0,0,0,2,8,2770,0.0,1989,0.0,98042,47.3739,-122.126,2370,6950,7,2014
7853240560,585000.0,4,2.5,3110,6479,2.0,0,0,2,9,3110,0.0,2005,0.0,98065,47.5408,-121.861,3110,7075,9,2014
8078100260,340000.0,4,2.5,2360,7475,2.0,0,0,2,8,2360,0.0,1992,0.0,98031,47.4052,-122.17,2280,7570,9,2014
3905120830,612000.0,3,2.5,2180,5496,2.0,0,0,2,8,2180,0.0,1994,0.0,98029,47.5723,-122.007,2120,5496,4,2015
1442800400,230000.0,2,1.75,1910,3376,2.0,0,0,2,8,1910,0.0,1980,0.0,98038,47.3733,-122.057,1470,3623,6,2014
3905000200,604000.0,4,2.5,2260,7753,2.0,0,0,2,9,2260,0.0,1989,0.0,98029,47.5752,-121.995,2690,8924,5,2014
4399200075,250000.0,3,1.75,1770,8868,1.0,0,0,3,7,1770,0.0,1959,0.0,98002,47.3188,-122.212,1630,9706,7,2014
1545802830,258500.0,3,2.0,1460,7930,1.0,0,0,2,7,1460,0.0,1989,0.0,98038,47.359,-122.049,1630,7930,3,2015
1370804100,783000.0,4,2.75,2080,5000,1.0,0,0,4,8,1470,610.0,1940,0.0,98199,47.6422,-122.403,1970,5000,3,2015
3438500339,276000.0,3,1.0,1140,5000,1.0,0,0,2,7,1140,0.0,1960,0.0,98106,47.5535,-122.362,1140,5000,5,2014
8563001070,550000.0,4,2.0,1660,12377,1.0,0,0,2,8,1660,0.0,1966,0.0,98008,47.6231,-122.102,1820,8968,3,2015
4427100105,398000.0,4,1.0,1430,6240,1.5,0,0,4,7,1430,0.0,1953,0.0,98125,47.7272,-122.311,1410,6240,4,2015
2767800140,775000.0,3,3.0,1820,4300,1.5,0,0,3,8,1620,200.0,1914,1983.0,98107,47.6711,-122.364,1440,4300,3,2015
2600140070,1030000.0,4,3.0,3540,10202,2.0,0,0,2,8,2720,820.0,1988,0.0,98006,47.5471,-122.155,2780,10714,4,2015
7231501610,327000.0,4,1.0,1620,6000,1.5,0,0,4,7,1620,0.0,1905,0.0,98055,47.4763,-122.206,1310,6000,10,2014
2787250240,564500.0,4,2.75,3100,14568,2.0,0,0,2,8,3100,0.0,1995,0.0,98019,47.7302,-121.974,2860,14396,4,2015
5309100295,782000.0,4,1.75,1500,6820,1.5,0,0,4,7,1500,0.0,1905,0.0,98117,47.6794,-122.37,1360,4125,10,2014
2781260370,398000.0,4,2.5,2820,5510,2.0,0,0,2,9,2820,0.0,2005,0.0,98038,47.3477,-122.024,2820,5510,1,2015
1926059155,257000.0,3,1.75,1850,10920,1.5,0,0,2,6,1850,0.0,1915,0.0,98034,47.7244,-122.222,1510,7871,1,2015
7137900960,235000.0,4,2.0,1570,9415,2.0,0,0,3,7,1570,0.0,1984,0.0,98092,47.3168,-122.174,1550,8978,6,2014
3886902445,535000.0,2,1.0,920,9000,1.0,0,0,0,6,920,0.0,1954,0.0,98033,47.6831,-122.189,1760,8400,3,2015
2215902010,275000.0,3,2.5,1600,7000,2.0,0,0,3,8,1600,0.0,1993,0.0,98038,47.3534,-122.057,1700,7000,5,2014
1778350270,665000.0,3,2.5,2630,10047,2.0,0,0,2,9,2630,0.0,1996,0.0,98027,47.5515,-122.083,2640,10620,9,2014
3755100520,465000.0,3,1.75,1490,10757,1.0,0,0,2,7,1060,430.0,1966,0.0,98034,47.72,-122.229,1490,10609,4,2015
8651441620,210000.0,3,1.5,1160,5200,1.0,0,0,4,7,1160,0.0,1970,0.0,98042,47.364,-122.094,1170,5200,10,2014
1321970240,265000.0,4,2.5,2040,4443,2.0,0,0,2,8,2040,0.0,2001,0.0,98092,47.3182,-122.189,2040,4637,12,2014
6816300060,426000.0,2,2.5,1550,2657,2.0,0,0,3,8,1550,0.0,1987,0.0,98033,47.7034,-122.188,1570,2442,4,2015
8563000520,529219.0,4,2.25,1990,7610,1.0,0,0,3,8,1290,700.0,1966,0.0,98008,47.6236,-122.103,1820,8198,10,2014
269000070,608000.0,4,3.0,2400,7680,1.0,0,0,2,7,1200,1200.0,1956,0.0,98199,47.6466,-122.389,2670,6342,1,2015
2599200160,295450.0,3,2.0,2030,17120,1.0,0,2,3,8,1890,140.0,1966,0.0,98092,47.2953,-122.185,1870,13662,8,2014
1704900135,315000.0,2,1.0,840,5087,1.0,0,0,2,7,840,0.0,1925,0.0,98118,47.5557,-122.278,1590,5087,11,2014
6648701420,205000.0,4,2.0,1450,8175,1.0,0,0,3,7,1450,0.0,1967,0.0,98031,47.3933,-122.195,1570,9024,2,2015
6123000070,310000.0,3,1.5,1460,9908,1.0,0,0,2,7,1460,0.0,1952,0.0,98148,47.4275,-122.331,1420,9582,7,2014
7015200136,1000000.0,5,1.0,2010,5210,1.5,0,0,2,9,1890,120.0,1927,0.0,98119,47.6501,-122.37,2330,5000,5,2015
5104531820,525000.0,4,2.5,2910,7631,2.0,0,2,2,9,2910,0.0,2006,0.0,98038,47.3552,-122.001,3190,5552,6,2014
6620400631,284000.0,4,1.75,1880,8800,1.0,0,0,2,7,1130,750.0,1960,0.0,98168,47.5137,-122.333,1340,8733,7,2014
1529300160,405000.0,2,1.0,1260,4377,1.0,0,0,3,7,1260,0.0,1947,0.0,98103,47.6988,-122.354,1420,6376,6,2014
4027700844,509950.0,3,2.5,1970,9153,2.0,0,0,2,8,1970,0.0,2007,0.0,98028,47.7698,-122.268,1800,9800,9,2014
3047700105,990000.0,4,3.75,3450,4940,2.0,0,0,2,10,2570,880.0,2006,0.0,98103,47.692,-122.338,1880,5387,4,2015
2976800550,280005.0,3,1.5,1130,7200,1.0,0,0,2,7,1130,0.0,1954,0.0,98178,47.5041,-122.253,1130,7200,4,2015
4364700105,330000.0,3,1.0,1030,7620,1.0,0,0,2,7,1030,0.0,1953,0.0,98126,47.5281,-122.375,1030,7560,8,2014
7893804845,340000.0,2,1.0,1700,6718,1.0,0,2,2,7,1230,470.0,1956,0.0,98198,47.4131,-122.331,2040,7500,2,2015
7694800070,468000.0,2,2.5,1480,2167,2.0,0,0,2,8,1390,90.0,2007,0.0,98052,47.6658,-122.132,2130,2556,8,2014
8880600070,245000.0,4,2.0,1870,8750,1.0,0,2,2,7,1870,0.0,1977,0.0,98022,47.1985,-122.001,1770,8207,11,2014
739800070,265000.0,3,2.5,1440,7741,1.0,0,0,3,7,1000,440.0,1983,0.0,98031,47.4042,-122.194,1680,7316,5,2014
1561910270,372400.0,3,2.5,2720,11937,2.0,0,0,2,9,2720,0.0,1990,0.0,98031,47.4185,-122.212,2590,9683,3,2015
7305300370,390000.0,3,1.5,1240,8410,1.0,0,0,4,6,1240,0.0,1948,0.0,98155,47.753,-122.328,1630,8410,5,2015
7345000340,208000.0,3,1.0,1020,6120,1.0,0,0,3,7,1020,0.0,1967,0.0,98002,47.278,-122.205,1370,8000,2,2015
3971701455,273000.0,2,0.5,1180,7750,1.0,0,0,3,6,590,590.0,1945,0.0,98155,47.769,-122.316,1380,8976,10,2014
8035350260,455000.0,5,3.5,3080,7759,2.0,0,0,2,8,2310,770.0,2003,0.0,98019,47.7454,-121.977,2980,8223,10,2014
104550520,270000.0,4,2.5,1750,6397,2.0,0,0,2,7,1750,0.0,1988,0.0,98023,47.3082,-122.358,1940,6502,3,2015
5413200140,213550.0,3,2.5,1580,8541,2.0,0,0,2,7,1580,0.0,1990,0.0,98001,47.3334,-122.289,1640,7542,10,2014
522049104,210000.0,5,1.75,2340,9148,2.0,0,0,2,7,2340,0.0,1957,0.0,98198,47.4232,-122.324,1390,10019,7,2014
6145601715,403500.0,4,2.75,2400,3844,1.0,0,0,4,7,1200,1200.0,1974,0.0,98133,47.7027,-122.347,1100,3844,12,2014
1645000310,235000.0,3,1.5,1300,7600,1.0,0,0,3,7,1300,0.0,1963,0.0,98022,47.2083,-122.005,1570,7600,2,2015
7471900045,287500.0,3,2.0,1760,7147,1.0,0,0,3,6,880,880.0,1936,0.0,98055,47.4799,-122.232,1720,7147,4,2015
7697100030,546800.0,4,1.5,1520,5910,1.0,0,0,2,7,1020,500.0,1946,0.0,98115,47.6904,-122.295,1710,5910,9,2014
3313600340,183000.0,3,1.75,1070,8100,1.0,0,0,3,6,1070,0.0,1957,0.0,98002,47.2853,-122.22,1260,8100,6,2014
4263200030,299500.0,3,1.0,1280,6726,1.0,0,0,2,6,1280,0.0,1958,0.0,98144,47.5724,-122.301,1630,5000,12,2014
6918700370,610000.0,4,2.25,1660,7350,1.0,0,0,2,8,1660,0.0,1965,2014.0,98008,47.6263,-122.124,1790,7455,10,2014
8125200483,288350.0,3,1.5,1860,7963,1.0,0,0,2,7,1200,660.0,1963,0.0,98188,47.4513,-122.268,1800,10400,6,2014
1930301555,500000.0,2,1.0,950,4500,1.0,0,2,2,7,850,100.0,1926,0.0,98103,47.6562,-122.354,1670,4000,7,2014
7974200776,625000.0,4,2.75,2140,4000,1.0,0,0,2,7,1190,950.0,1951,0.0,98115,47.6792,-122.287,2140,4770,12,2014
2719100013,418000.0,2,1.5,1480,1349,2.0,0,0,2,7,1240,240.0,2007,0.0,98136,47.5439,-122.386,1550,1349,4,2015
7234601544,660000.0,3,3.0,2260,1825,2.0,0,0,2,8,1660,600.0,2002,0.0,98122,47.6108,-122.308,2260,1834,8,2014
5652601455,775000.0,4,2.5,2300,6158,2.0,0,0,2,9,2300,0.0,1999,0.0,98115,47.6943,-122.299,2170,6434,6,2014
2558600060,429500.0,3,2.75,1650,7272,1.0,0,0,3,7,1230,420.0,1972,0.0,98034,47.7232,-122.174,1770,7272,1,2015
5017000575,569000.0,3,2.0,1990,3000,1.5,0,0,2,7,1230,760.0,1908,1970.0,98112,47.6272,-122.29,1600,4080,11,2014
2796100160,250000.0,4,2.0,1960,7560,1.0,0,0,4,7,1160,800.0,1978,0.0,98031,47.4081,-122.178,1950,7560,5,2014
5470100270,225000.0,3,1.5,1310,10491,1.0,0,0,3,7,1310,0.0,1969,0.0,98042,47.3682,-122.148,1430,9664,12,2014
6112300140,530000.0,4,2.75,2450,15002,1.0,0,0,4,9,2450,0.0,1974,0.0,98166,47.4268,-122.343,2650,15055,5,2014
4024101715,306000.0,3,1.0,910,8658,1.0,0,0,2,7,910,0.0,1955,0.0,98155,47.7586,-122.303,1170,10200,9,2014
3205100060,517100.0,3,1.75,1580,9719,1.0,0,0,4,7,1580,0.0,1962,0.0,98056,47.5396,-122.18,1760,8539,4,2015
4450700030,354950.0,3,1.75,1780,9689,1.0,0,0,2,7,1130,650.0,1976,0.0,98072,47.7628,-122.163,1660,9786,8,2014
7920100083,348000.0,3,1.5,1040,1824,1.0,0,0,2,6,1040,0.0,1925,0.0,98115,47.6793,-122.3,1010,5100,4,2015
2115510340,275000.0,3,2.5,1720,8755,1.0,0,0,2,8,1000,720.0,1983,0.0,98023,47.3186,-122.391,1720,8690,6,2014
8901000445,390000.0,3,1.5,1600,10440,1.0,0,0,2,7,1600,0.0,1954,0.0,98125,47.7109,-122.311,1600,8816,12,2014
6121800060,260000.0,3,1.5,1320,9750,1.0,0,0,2,7,1320,0.0,1954,0.0,98148,47.4267,-122.331,1530,9750,9,2014
8712100320,585000.0,5,2.75,2350,4178,1.5,0,0,2,8,1520,830.0,1922,2015.0,98112,47.6388,-122.3,1920,4178,7,2014
2979800520,605000.0,5,2.75,2740,5616,1.5,0,0,4,7,1670,1070.0,1925,0.0,98115,47.6866,-122.317,1600,4592,6,2014
2331540070,342000.0,4,2.5,2300,6448,2.0,0,0,2,8,2300,0.0,2001,0.0,98030,47.3813,-122.204,1860,5872,7,2014
5126950340,252000.0,3,1.75,1430,7700,1.0,0,0,3,7,980,450.0,1981,0.0,98031,47.3993,-122.183,1430,8625,3,2015
